pH;Salt Concentration;Cosubstrate Concentration;Organic Solvent Concentration;Temperature;target
4.4;139.0;6.225337767820156;1.3;36.45828376097072;
5.0;139.0;5.9;13.5;28.540512023361664;
4.4;331.02960767634346;4.046741887809297;13.5;37.0;
5.0;119.5699133560997;4.410837134712229;13.5;31.14312452805761;
5.267460202672012;327.0;5.9;13.5;31.14312452805761;
4.4;327.0;9.4;13.5;40.684265505333386;
4.4;139.0;9.4;1.3;37.0;
4.0522691433023175;327.0;4.046741887809297;13.5;37.0;
